edge_id,length_m,speed_kmh,lanes,capacity_veh_hr,freeflow_min,is_highway,betweenness,avg_degree,svi_score,vulnerability,population,in_evac_zone,zone_tier,demand_V,vc_ratio,bpr_multiplier,pems_multiplier,congestion_multiplier,congested_time_min,label_source,pems_speed_event,pems_speed_baseline,pems_n_samples
10,401.2230785082827,40.0,2,2000,0.6018346177624241,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.6235096914402718,bpr,,,
11,159.2808949074913,40.0,2,2000,0.23892134236123697,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.24752609447427407,bpr,,,
12,162.63406863221743,40.0,2,2000,0.24395110294832617,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.25273700188823145,bpr,,,
13,106.20635067103474,40.0,2,2000,0.15930952600655213,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.16504705856427238,bpr,,,
14,809.4759394457072,40.0,2,2000,1.2142139091685609,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,1.2579438229441178,bpr,,,
15,460.4021333745573,40.0,2,2000,0.690603200061836,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.7154752742192696,bpr,,,
16,190.25685002072217,40.0,2,2000,0.28538527503108324,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.2956634256729817,bpr,,,
17,251.99320862832457,40.0,2,2000,0.3779898129424869,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.39160311600482167,bpr,,,
18,116.82683067652638,40.0,2,2000,0.17524024601478957,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.18155152345146594,bpr,,,
19,88.86652393452003,40.0,2,2000,0.13329978590178004,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.13810057767312173,bpr,,,
20,102.39125492115316,40.0,2,2000,0.15358688238172977,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.15911831393007095,bpr,,,
21,327.8703990099391,40.0,2,2000,0.4918055985149086,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.5095179770793412,bpr,,,
22,88.86652393452003,40.0,2,2000,0.13329978590178004,0,0.0,1.0,0.49642640245910635,0.49642640245910635,4319.46679108574,0,0.0,1399.9999986942107,0.6999999993471053,1.0360149998656343,,1.0360149998656343,0.13810057767312173,bpr,,,
